QID,Title,Sub Category,Category,CVE ID,Vendor Reference,CVSS Base,CVSS3 Base,Bugtraq ID,Modified,Published
110293,Microsoft Office Remote Code Execution Vulnerability (MS17-002),"Windows Authenticated Discovery, Patch Available",Office Application,CVE-2017-0003,MS17-002,9.3,7.8,95287,01/11/2017 at 20:45:20 (GMT-0300),01/10/2017 at 19:37:57 (GMT-0300)
110296,Microsoft Office Remote Code Execution Vulnerability (MS17-014),"Windows Authenticated Discovery, Patch Available",Office Application,"CVE-2017-0006,CVE-2017-0019,CVE-2017-0020,CVE-2017-0030,CVE-2017-0031,CVE-2017-0052,CVE-2017-0053,CVE-2017-0027,CVE-2017-0029,CVE-2017-0105,CVE-2017-0107,CVE-2017-0129",MS17-014,9.3,7.8,"96740,96050,96043,96051,96741,96745,96746,96752,96042,96045,96052,96748",03/17/2017 at 18:17:24 (GMT-0300),03/14/2017 at 18:34:16 (GMT-0300)
110297,Microsoft Office and Microsoft Office Services and Web Apps Security Update April 2017,"Multiple Authentication Types Discovery, Patch Available, Exploit Available",Office Application,"CVE-2017-0106,CVE-2017-0194,CVE-2017-0195,CVE-2017-0197,CVE-2017-0199,CVE-2017-0204,CVE-2017-0207",Microsoft Security Update Guide,9.3,'-,"97413,97436,97417,97411,97498,97458,97463",06/22/2017 at 19:25:29 (GMT-0300),04/10/2017 at 06:48:06 (GMT-0300)
110298,Microsoft Office and Microsoft Office Services and Web Apps Security Update May 2017,"Multiple Authentication Types Discovery, Patch Available, Exploit Available",Office Application,"CVE-2017-0254,CVE-2017-0255,CVE-2017-0261,CVE-2017-0262,CVE-2017-0264,CVE-2017-0265,CVE-2017-0281","KB2596904,KB3114375,KB3118310,KB3162040,KB3162054,KB3172458,KB3178729,KB3191835,KB3191836,KB3191839,KB3191841,KB3191843,KB3191858,KB3191863,KB3191865,KB3191880,KB3191881,KB3191885,KB3191888,KB3191890,KB3191895,KB3191899,KB3191904,KB3191909,KB3191913,KB3191914,KB3191915",9.3,'-,"98101,98107,98104,98279,98282,98285,98297",07/11/2017 at 00:30:57 (GMT-0300),05/09/2017 at 19:36:32 (GMT-0300)
110299,Microsoft Office and Microsoft Office Services and Web Apps Security Update June 2017,"Remote Discovery, Windows Authenticated Discovery, Patch Available, Exploit Available",Office Application,"CVE-2017-0260,CVE-2017-0282,CVE-2017-0283,CVE-2017-0284,CVE-2017-0285,CVE-2017-0286,CVE-2017-0287,CVE-2017-0288,CVE-2017-0289,CVE-2017-0292,CVE-2017-8506,CVE-2017-8507,CVE-2017-8508,CVE-2017-8509,CVE-2017-8510,CVE-2017-8511,CVE-2017-8512,CVE-2017-8513,CVE-2017-8514,CVE-2017-8527,CVE-2017-8528,CVE-2017-8531,CVE-2017-8532,CVE-2017-8533,CVE-2017-8534,CVE-2017-8545,CVE-2017-8550,CVE-2017-8551","KB3118304,KB3118389,KB3127888,KB3127894,KB3162051,KB3172445,KB3178667,KB3191828,KB3191837,KB3191844,KB3191848,KB3191882,KB3191898,KB3191908,KB3191932,KB3191938,KB3191939,KB3191943,KB3191944,KB3191945,KB3203382,KB3203383,KB3203384,KB3203386,KB3203387,KB3203390,KB3203391,KB3203392,KB3203393,KB3203399,KB3203427,KB3203430,KB3203432,KB3203436,KB3203438,KB3203441,KB3203458,KB3203460,KB3203461,KB3203463,KB3203464,KB3203466,KB3203467,KB3203484,KB3203485,KB3212223",9.3,'-,"98810,98885,98920,98918,98914,98891,98922,98923,98929,98836,98811,98827,98828,98812,98813,98815,98816,98830,98831,98933,98949,98819,98820,98821,98822,98917,98916,98913",07/11/2017 at 00:30:57 (GMT-0300),06/13/2017 at 17:29:10 (GMT-0300)
110300,Microsoft Office and Microsoft Office Services and Web Apps Security Update July 2017,"Windows Authenticated Discovery, Patch Available",Office Application,"CVE-2017-0243,CVE-2017-8501,CVE-2017-8502,CVE-2017-8569,CVE-2017-8570,CVE-2017-8571,CVE-2017-8572,CVE-2017-8663","KB2880514,KB2956078,KB3191833,KB3191894,KB3191897,KB3191902,KB3191907,KB3203459,KB3203468,KB3203469,KB3203477,KB3212224,KB3213537,KB3213544,KB3213545,KB3213555,KB3213559,KB3213624,KB3213640,KB3213643,KB3213657,KB4011052,KB4011078",9.3,'-,"99446,99441,99442,99447,99445,99452,99453,100004",07/28/2017 at 00:30:29 (GMT-0300),07/11/2017 at 17:36:01 (GMT-0300)
110301,Microsoft Office Security Update August 2017,"Windows Authenticated Discovery, Patch Available",Office Application,CVE-2017-8654,KB2956077,6.4,'-,100064,08/09/2017 at 00:30:41 (GMT-0300),08/08/2017 at 16:39:48 (GMT-0300)
115000,Red Hat tcpdump Malformed NFS Packet Buffer Overflow Vulnerability,"Unix Authenticated Discovery, Patch Available",Local,CVE-2002-0380,RHSA-2002:121,7.5,'-,4890,06/18/2009 at 05:39:26 (GMT-0300),12/20/2004 at 05:00:00 (GMT-0300)
115001,Red Hat Gaim Jabber Plug-In Buffer Overflow Vulnerability,"Unix Authenticated Discovery, Patch Available",Local,CVE-2002-0384,RHSA-2002:122,7.5,'-,5406,06/16/2009 at 09:29:59 (GMT-0300),04/24/2006 at 04:00:00 (GMT-0300)
115811,Adobe Flash Player SWF File Unspecified Remote Code Execution Vulnerability,"Multiple Authentication Types Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2007-0071,CVE-2008-3872",APSB08-11,9.3,'-,"29386 ,29386,28695",12/09/2014 at 04:03:31 (GMT-0300),05/28/2008 at 04:00:00 (GMT-0300)
115812,Apple Mac OS X 10.5.3 and Security Update 2008-003 Not Installed (APPLE-SA-2008-05-28),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2005-3352,CVE-2005-3357,CVE-2007-0071,CVE-2007-1863,CVE-2007-3847,CVE-2007-4465,CVE-2007-5000,CVE-2007-5266,CVE-2007-5268,CVE-2007-5269,CVE-2007-5275,CVE-2007-6019,CVE-2007-6243,CVE-2007-6388,CVE-2007-6612,CVE-2007-6637,CVE-2008-1027,CVE-2008-1028,CVE-2008-1030,CVE-2008-1031,CVE-2008-1032,CVE-2008-1033,CVE-2008-1034,CVE-2008-1036,CVE-2008-1571,CVE-2008-1572,CVE-2008-1573,CVE-2008-1574,CVE-2008-1575,CVE-2008-1576,CVE-2008-1577,CVE-2008-1578,CVE-2008-1579,CVE-2008-1580,CVE-2008-1654,CVE-2008-1655",APPLE-SA-2008-05-28,10,'-,"26840,29412,29501,29521,29514,29492,29500,29489,29520,29493,29487,29491,29480,29481,29484,29483,29488,29490,27133,25957,25956,25653,16152,15834,24649,25489,26838,27237,29386,28695,28276,26930,28694,26966,26929,27034,29513,28696,28697",06/04/2008 at 19:51:03 (GMT-0300),05/30/2008 at 04:00:00 (GMT-0300)
115813,Security Issue in Solaris SSH May Allow Unauthorized Access to X11 Sessions (1019235.1),"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-1483,Oracle ID 1019235.1,6.9,'-,28444,05/30/2008 at 04:00:00 (GMT-0300),05/30/2008 at 04:00:00 (GMT-0300)
115814,libpng(3) Denial of Service Vulnerability (1000660.1),"Unix Authenticated Discovery, Patch Available",Local,CVE-2007-2445,Oracle ID 1000660.1,5,'-,"24023,24000",06/03/2008 at 04:00:00 (GMT-0300),06/03/2008 at 04:00:00 (GMT-0300)
115816,Apple Safari Multiple Vulnerabilities (APPLE-SA-2008-06-19),"Windows Authenticated Discovery, Patch Available",Local,"CVE-2008-1573,CVE-2008-2540,CVE-2008-2306,CVE-2008-2307",,9.3,'-,"29445, 29836, 29385, 29513,29835,29412",06/20/2008 at 18:34:11 (GMT-0300),06/05/2008 at 04:00:00 (GMT-0300)
115817,Red Hat Evolution Security Update (RHSA-2008:0516) (RHSA-2008:0515) (RHSA-2008:0514),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2008-1108, CVE-2008-1109","RHSA-2008:0514, RHSA-2008:0515,RHSA-2008:0516",9.3,'-,29527,06/09/2008 at 13:51:50 (GMT-0300),06/06/2008 at 04:00:00 (GMT-0300)
115818,Gnome Evolution iCalendar Multiple Buffer Overflow Vulnerabilities,"Unix Authenticated Discovery, Patch Available",Local,"CVE-2008-1108,CVE-2008-1109",Solaris 10,9.3,'-,29527,06/09/2008 at 13:52:44 (GMT-0300),06/06/2008 at 04:00:00 (GMT-0300)
115819,HP Instant Support ActiveX Control Multiple Vulnerabilities,"Windows Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2007-5604,CVE-2007-5605,CVE-2007-5606,CVE-2007-5607,CVE-2007-5608,CVE-2007-5610,CVE-2008-0952,CVE-2008-0953",HPSBMA02326,10,'-,"29530,29535,29526,29533,29534,29536,29531,29532",06/10/2008 at 04:00:00 (GMT-0300),06/10/2008 at 04:00:00 (GMT-0300)
115820,Red Hat CUPS Security Update (RHSA-2008:0498),"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-1722,RHSA-2008:0498,4.3,'-,"28781 ,28781",06/10/2008 at 04:00:00 (GMT-0300),06/10/2008 at 04:00:00 (GMT-0300)
115821,Multiple Security Vulnerabilities in Flash Player for Solaris (1019300.1),"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Local,"CVE-2007-6242, CVE-2007-4768, CVE-2007-5275, CVE-2007-6243, CVE-2007-6244, CVE-2007-6245, CVE-2007-4324, CVE-2007-6246, CVE-2007-5476, CVE-2007-6637, CVE-2007-6019, CVE-2007-0071, CVE-2008-1655, CVE-2008-1654",Oracle ID 1019300.1,10,'-,"28697,28696,27034,26969,26929,26965,26951,26966,26960,26949,28694,26274,26930,26346,25260,29386,28695",06/10/2008 at 04:00:00 (GMT-0300),06/10/2008 at 04:00:00 (GMT-0300)
115822,Samba domain logons remote code execution (Sun Solaris 1019295.1) (RHSA-2007:1114),"Remote Discovery, Unix Authenticated Discovery, Patch Available, Exploit Available",Local,CVE-2007-6015,"RHSA-2007:1114,HP-UX doc c01475657,Oracle ID 1019295.1",9.3,'-,26791,12/10/2009 at 17:30:16 (GMT-0300),06/10/2008 at 04:00:00 (GMT-0300)
115823,Skype File URI Code Execution Vulnerability,"Windows Authenticated Discovery, Patch Available",Local,CVE-2008-1805,SKYPE ADVISORY,9.3,'-,29553,06/11/2008 at 14:47:18 (GMT-0300),06/10/2008 at 04:00:00 (GMT-0300)
115824,VMware Security Update (VMSA-2008-0008 and VMSA-2008-0009),"Windows Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2007-5671,CVE-2008-0967,CVE-2008-2097,CVE-2008-2100,CVE-2006-1721,CVE-2008-0553,CVE-2007-5378,CVE-2007-4772,CVE-2008-0888,CVE-2008-0062,CVE-2008-0063,CVE-2008-0948,CVE-2008-2098,CVE-2008-2099","VMSA-2008-0008,VMSA-2008-0009",9.3,'-,"29547,29552,28302,28288,27655,28303,26056,17446,27163,29443,29557",06/27/2017 at 00:31:50 (GMT-0300),08/08/2008 at 04:00:00 (GMT-0300)
115825,Samba receive_smb_raw() Buffer Overflow and Remote Code Execution,"Remote Discovery, Unix Authenticated Discovery, Patch Available, Exploit Available",Local,CVE-2008-1105,"RHSA-2008:0288,SAMBA,HP-UX doc c01475657",7.5,'-,"29404,31255",12/10/2009 at 17:31:42 (GMT-0300),06/10/2008 at 04:00:00 (GMT-0300)
115826,Sun Solaris Security Issue related to Data Transfer Between Labeled Zones (1019129.1),"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-1780,Oracle ID 1019129.1,4.6,'-,28734,07/30/2009 at 15:58:49 (GMT-0300),06/10/2008 at 04:00:00 (GMT-0300)
115827,Linux Kernel BER Decoding Remote Buffer Overflow Vulnerability,"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-1673,,10,'-,"29589 ,29589",06/12/2008 at 04:00:00 (GMT-0300),06/12/2008 at 04:00:00 (GMT-0300)
115828,VLC Media Player GnuTLS and Libxml2 Vulnerabilities,"Windows Authenticated Discovery, Patch Available",Local,"CVE-2008-1948, CVE-2008-1949, CVE-2008-1950, CVE-2007-6284",,10,'-,"27248,29292",07/14/2014 at 15:25:28 (GMT-0300),06/12/2008 at 04:00:00 (GMT-0300)
115829,Apple Quicktime Multiple Vulnerabilities (APPLE-SA-2008-06-09),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2008-1581,CVE-2008-1582,CVE-2008-1583,CVE-2008-1584,CVE-2008-1585",APPLE-SA-2008-06-09,6.8,'-,"29619,29652,29650,29649,29648,29654",09/16/2008 at 19:32:33 (GMT-0300),06/12/2008 at 04:00:00 (GMT-0300)
115830,Red Hat net-snmp Security Update (RHSA-2008:0529-4),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2008-2292, CVE-2008-0960",RHSA-2008:0529,10,'-,"29623,29212",06/12/2008 at 17:45:57 (GMT-0300),06/12/2008 at 04:00:00 (GMT-0300)
115831,Opera Browser Multiple Spoofing and Information Disclosure Issues,"Remote Discovery, Patch Available",Local,"CVE-2008-2714, CVE-2008-2715, CVE-2008-2716",,5,'-,29684,09/16/2009 at 14:34:29 (GMT-0300),06/17/2008 at 04:00:00 (GMT-0300)
115832,Symantec Endpoint Protection Software Detected,Windows Authenticated Discovery,"Local,",,,0,'-,,06/17/2008 at 04:00:00 (GMT-0300),
115833,Sun Solaris Security Vulnerability in IP Multicast Filter Processing of Sockets (1019266.1),"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-2710,Oracle ID 1019266.1,7.2,'-,29699,01/12/2009 at 19:55:32 (GMT-0300),06/17/2008 at 04:00:00 (GMT-0300)
115836,Mozilla Firefox Remote code execution by overflowing CSS reference counter (MFSA 2008-34),"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2008-2785,MFSA-2008-34,9.3,'-,29802,11/24/2015 at 01:30:52 (GMT-0300),06/24/2008 at 04:00:00 (GMT-0300)
115837,Red Hat openoffice.org Security Update (RHSA-2008:0538-4),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2008-2152, CVE-2008-2366",RHSA-2008:0538,9.3,'-,"29622,29695",06/26/2008 at 04:00:00 (GMT-0300),06/26/2008 at 04:00:00 (GMT-0300)
115838,Apple Mac OS X ARDAgent Shell Local Privilege Escalation,"Unix Authenticated Discovery, Exploit Available",Local,CVE-2008-2830,,7.2,'-,29831,03/13/2015 at 07:47:01 (GMT-0300),06/26/2008 at 04:00:00 (GMT-0300)
115839,Red Hat and Solaris Update for xorg-x11-server (RHSA-2008:0504),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2008-1377,CVE-2008-1379,CVE-2008-2360,CVE-2008-2361,CVE-2008-2362","RHSA-2008:0504,Oracle ID 1019343.1",10,'-,"29670,29665,29669",09/12/2008 at 15:50:25 (GMT-0300),06/26/2008 at 04:00:00 (GMT-0300)
115840,Redhat perl security update (RHSA-2008:0532-1),"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-1927,"RHSA-2008:0502,RHSA-2008:0504,RHSA-2008:0532",5,'-,28928,10/20/2014 at 18:22:15 (GMT-0300),10/20/2014 at 18:22:15 (GMT-0300)
115841,Mozilla Firefox Unspecified Arbitrary File Access Weakness - Zero Day,Multiple Authentication Types Discovery,"Local,",,,7.1,'-,29905,11/24/2015 at 01:30:52 (GMT-0300),06/26/2008 at 04:00:00 (GMT-0300)
115842,IBM AIX Kernel Multiple Security Vulnerabilities,"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-1593,"APAR IZ11820,APAR IZ12794,APAR IZ16992,APAR IZ17111",7.2,'-,28467,06/08/2009 at 15:37:04 (GMT-0300),08/14/2008 at 04:00:00 (GMT-0300)
115843,Sun Solaris Security Vulnerability in Solaris crontab (1019260.1),"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-2538,Oracle ID 1019260.1,6.9,'-,,06/27/2008 at 04:00:00 (GMT-0300),
115844,Linux Kernel Memory Copy Exception Local Information Disclosure Vulnerability,"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-2729,"RHSA-2008:0508,RHSA-2008:0519",4.9,'-,29943,08/05/2009 at 21:05:01 (GMT-0300),06/30/2008 at 04:00:00 (GMT-0300)
115845,Sun Solaris Security Vulnerability in Solaris snmpXdmid (1019267.1),"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-2946,Oracle ID 1019267.1,7.8,'-,29965,09/16/2009 at 14:32:56 (GMT-0300),06/30/2008 at 04:00:00 (GMT-0300)
115846,Red Hat IBMJava2 Security Update (RHSA-2008:0133),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2007-3004, CVE-2007-3005, CVE-2007-3922",RHSA-2008:0133,6.8,'-,25054,06/11/2009 at 17:19:20 (GMT-0300),06/30/2008 at 04:00:00 (GMT-0300)
115847,Adobe Acrobat and Adobe Reader Multiple Vulnerabilities (APSB08-15),"Windows Authenticated Discovery, Patch Available",Local,CVE-2008-2641,APSB08-15,10,'-,29908,01/11/2010 at 15:42:53 (GMT-0300),07/02/2008 at 04:00:00 (GMT-0300)
115848,Apple Mac OS X 10.5.4 and Security Update 2008-004 Not Installed (APPLE-SA-2008-06-30),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2008-2308,CVE-2008-2309,CVE-2008-2310,CVE-2008-2314,CVE-2008-2311,CVE-2008-0960,CVE-2008-2662,CVE-2008-2663,CVE-2008-2664,CVE-2008-2725,CVE-2008-2726,CVE-2008-1145,CVE-2008-1105,CVE-2008-2313,CVE-2005-3164,CVE-2007-1355,CVE-2007-2449,CVE-2007-2450,CVE-2007-3382,CVE-2007-3383,CVE-2007-5333,CVE-2007-3385,CVE-2007-5461,CVE-2007-6276,CVE-2008-2307",APPLE-SA-2008-06-30,10,'-,"30018,29836,28123,29404,29623,26699,26070,25316,24058,29903,31255,15003,24476,24475,24999,27706,31681",07/02/2008 at 15:04:37 (GMT-0300),07/02/2008 at 04:00:00 (GMT-0300)
115849,Wireshark Multiple Vulnerabilities (WNPA-SEC-2008-03),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2008-3137, CVE-2008-3138, CVE-2008-3139, CVE-2008-3140, CVE-2008-3141",WNPA-SEC-2008-03,4.9,'-,"30020 ,30020",09/16/2009 at 14:29:51 (GMT-0300),07/01/2008 at 19:56:13 (GMT-0300)
115850,Red Hat SeaMonkey Security Update (RHSA-2008:0547-5),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2008-2798, CVE-2008-2799, CVE-2008-2800, CVE-2008-2801, CVE-2008-2802, CVE-2008-2803, CVE-2008-2805, CVE-2008-2807, CVE-2008-2808, CVE-2008-2809, CVE-2008-2810, CVE-2008-2811",RHSA-2008:0133,10,'-,30038,07/07/2008 at 15:37:11 (GMT-0300),07/02/2008 at 18:26:36 (GMT-0300)
115851,Mozilla Firefox and SeaMonkey Multiple Vulnerabilities,"Multiple Authentication Types Discovery, Patch Available, Exploit Available",Local,"CVE-2008-2798,CVE-2008-2799,CVE-2008-2800,CVE-2008-2801,CVE-2008-2802,CVE-2008-2803,CVE-2008-2805,CVE-2008-2806,CVE-2008-2807,CVE-2008-2808,CVE-2008-2809,CVE-2008-2810,CVE-2008-2811",MFSA2008-21,10,'-,30038,03/27/2013 at 21:41:25 (GMT-0300),07/11/2008 at 04:00:00 (GMT-0300)
115852,VLC Media Player WAV Processing Integer Overflow,"Windows Authenticated Discovery, Patch Available",Local,CVE-2008-2430,,9.3,'-,30058,07/07/2008 at 15:45:00 (GMT-0300),07/02/2008 at 19:55:21 (GMT-0300)
115853,Red Hat Firefox Security Update (RHSA-2008:0549-6),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2008-2798, CVE-2008-2799, CVE-2008-2800, CVE-2008-2801, CVE-2008-2802, CVE-2008-2803, CVE-2008-2805, CVE-2008-2807, CVE-2008-2808, CVE-2008-2809, CVE-2008-2810, CVE-2008-2811","RHSA-2008:0549,RHSA-2008:0569",10,'-,30038,07/10/2008 at 04:00:00 (GMT-0300),07/10/2008 at 04:00:00 (GMT-0300)
115854,Red Hat Pidgin Security and Bug Fix Update (RHSA-2008:0584-2),"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-2927,RHSA-2008:0584,6.8,'-,29956,07/11/2008 at 04:00:00 (GMT-0300),07/11/2008 at 04:00:00 (GMT-0300)
115855,Opera for Windows Unspecified Remote Code Execution Vulnerability,"Windows Authenticated Discovery, Patch Available",Local,CVE-2008-3079,Opera 9.51 for Windows Changelog,10,'-,,07/11/2008 at 04:00:00 (GMT-0300),
115856,Red Hat Openldap Security Update (RHSA-2008:0583-4),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,CVE-2008-2952,RHSA-2008:0583,5,'-,30013,07/11/2008 at 04:00:00 (GMT-0300),07/11/2008 at 04:00:00 (GMT-0300)
115857,VMware ESX Server PCRE Security Update,"Unix Authenticated Discovery, Patch Available",Local,"CVE-2006-7228, CVE-2007-1660",VMSA-2008-0007,6.8,'-,"26346,26462",07/30/2008 at 15:02:19 (GMT-0300),07/30/2008 at 04:00:00 (GMT-0300)
115858,Wireshark Packet Reassembly Denial of Service Vulnerability (WNPA-SEC-2008-04),"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2008-3145,WNPA-SEC-2008-04,5,'-,30181,07/24/2008 at 17:54:47 (GMT-0300),07/17/2008 at 04:00:00 (GMT-0300)
115859,Sina UC 2006 ActiveX Multiple Remote Stack Overflow Vulnerabilities,"Windows Authenticated Discovery, Patch Available",Local,CVE-2007-0174,,7.5,'-,21958,07/23/2008 at 04:00:00 (GMT-0300),07/23/2008 at 04:00:00 (GMT-0300)
115860,Mozilla Firefox URI Splitting Security Bypass Vulnerability,"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2008-2933,MFSA2008-35,2.6,'-,30242,03/27/2013 at 21:06:54 (GMT-0300),07/24/2008 at 04:00:00 (GMT-0300)
115861,Yahoo! Assistant yNotifier.dll ActiveX Control Memory Corruption Vulnerability,"Windows Authenticated Discovery, Patch Available, Exploit Available",Local,CVE-2008-2111,120806,9.3,'-,29065,07/23/2008 at 04:00:00 (GMT-0300),07/23/2008 at 04:00:00 (GMT-0300)
115862,BlackBerry Enterprise Server PDF Processing Vulnerability,"Windows Authenticated Discovery, Patch Available",Local,CVE-2008-3246,KB15766,9.3,'-,,07/18/2008 at 20:19:43 (GMT-0300),
115863,Redhat PHP Security and Bug Fix Update (RHSA-2008:0545-6),"Unix Authenticated Discovery, Patch Available",Local,"CVE-2007-4782, CVE-2007-5898, CVE-2007-5899, CVE-2008-2051, CVE-2008-2107, CVE-2008-2108",RHSA-2008:0545,10,'-,29009,07/22/2008 at 04:00:00 (GMT-0300),07/22/2008 at 04:00:00 (GMT-0300)
115864,Solaris Vulnerability in the Sun Remote Services Net Connect Software (1000443.1),"Unix Authenticated Discovery, Patch Available",Local,CVE-2007-3880,Oracle ID 1000443.1,7.2,'-,26313,03/19/2009 at 17:27:20 (GMT-0300),07/24/2008 at 04:00:00 (GMT-0300)
115865,Panda ActiveScan Remote Buffer Overflow and Arbitrary CAB File Installation Vulnerabilities,"Windows Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2008-3155 ,CVE-2008-3156",,9.3,'-,30086,06/16/2009 at 09:12:45 (GMT-0300),07/24/2008 at 13:43:26 (GMT-0300)
115866,RealNetworks RealPlayer SWF Frame Handling Buffer Overflow Vulnerability,Windows Authenticated Discovery,Local,CVE-2007-5400,,9.3,'-,30370,08/13/2008 at 15:50:49 (GMT-0300),07/25/2008 at 14:31:37 (GMT-0300)
115868,Trend Micro OfficeScan ObjRemoveCtrl.dll ActiveX Control Multiple Stack Overflow Vulnerabilities,"Windows Authenticated Discovery, Exploit Available",Local,CVE-2008-3364,,9.3,'-,30407,09/16/2009 at 14:28:05 (GMT-0300),07/30/2008 at 04:00:00 (GMT-0300)
115869,AVG Antivirus UPX File Parsing Denial of Service Vulnerability,"Remote Discovery, Patch Available",Local,CVE-2008-3373,AVG,5,'-,30417,09/16/2009 at 14:27:13 (GMT-0300),08/06/2008 at 04:00:00 (GMT-0300)
115870,Adobe Illustrator Multiple Image Handling Buffer Overflow Vulnerabilities,"Windows Authenticated Discovery, Patch Available",Local,"CVE-2007-2244 , CVE-2007-2365",apsb07-16,9.3,'-,"23698,23621",05/28/2009 at 16:08:34 (GMT-0300),07/29/2008 at 20:31:23 (GMT-0300)
115871,Microsoft Windows Explorer JPG File Denial of Service Vulnerability - Zero Day,Windows Authenticated Discovery,Local,CVE-2007-4227,,4.3,'-,25207,05/09/2014 at 18:05:03 (GMT-0300),
115872,Apple Security Update 2008-005 Not Installed,"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2007-4850, CVE-2007-5135, CVE-2007-6199, CVE-2007-6200, CVE-2008-0599, CVE-2008-0674, CVE-2008-1447, CVE-2008-2050, CVE-2008-2051, CVE-2008-2320, CVE-2008-2321, CVE-2008-2322, CVE-2008-2323, CVE-2008-2324, CVE-2008-2325, CVE-2008-2830, CVE-2008-2952",APPLE Security Update 2008-005,10,'-,"30483 ,30487,30483,30488,30489,30490,30492,30493,29009,27786,26638,26639,25831,27413,29831,30013,30131,31681",08/06/2008 at 04:00:00 (GMT-0300),08/06/2008 at 04:00:00 (GMT-0300)
115873,Wireshark Multiple Vulnerabilities (WNPA-SEC-2008-01),"Multiple Authentication Types Discovery, Patch Available",Local,"CVE-2008-1070, CVE-2008-1071, CVE-2008-1072",WNPA-SEC-2008-01,5,'-,28025,02/09/2009 at 21:39:55 (GMT-0300),08/06/2008 at 04:00:00 (GMT-0300)
115874,HydraIRC Remote Denial of Service Vulnerability,"Windows Authenticated Discovery, Exploit Available",Local,CVE-2008-3578,,5,'-,30523,09/16/2009 at 14:24:43 (GMT-0300),08/06/2008 at 04:00:00 (GMT-0300)
115875,Opera Web Browser Remote Code Execution and Information Disclosure Vulnerabilities,"Multiple Authentication Types Discovery, Patch Available",Local,CVE-2008-3078,Opera 887,7.8,'-,30068,09/16/2009 at 14:31:48 (GMT-0300),08/08/2008 at 04:00:00 (GMT-0300)
115876,Git Pathname Multiple Buffer Overflow Vulnerabilities,"Unix Authenticated Discovery, Patch Available",Local,CVE-2008-3546,,7.5,'-,30549,09/16/2009 at 14:26:26 (GMT-0300),08/14/2008 at 04:00:00 (GMT-0300)
115877,Pidgin NSS plugin SSL Certificate Validation Security Bypass Vulnerability,"Windows Authenticated Discovery, Patch Available",Local,CVE-2008-3532,,6.8,'-,30553,08/13/2008 at 15:51:33 (GMT-0300),08/08/2008 at 04:00:00 (GMT-0300)
115878,Winamp NowPlaying Unspecified Security Vulnerability,"Windows Authenticated Discovery, Patch Available",Local,CVE-2008-3567,winamp updates,4.3,'-,30539,09/16/2009 at 14:25:22 (GMT-0300),08/08/2008 at 04:00:00 (GMT-0300)
115879,Blue Coat K9 Web Protection Multiple Buffer Overflow Vulnerabilities,"Windows Authenticated Discovery, Exploit Available",Local,CVE-2007-2952,Blue Coat Security Advisory,9.3,'-,"30464,30463",08/12/2008 at 04:00:00 (GMT-0300),08/12/2008 at 04:00:00 (GMT-0300)
115880,Sun Solaris Security Issue in Solaris snoop(1M) when Displaying SMB Traffic (1019497.1),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,"CVE-2008-0964, CVE-2008-0965",Oracle ID 1019497.1,9.3,'-,30556,08/12/2008 at 04:00:00 (GMT-0300),08/12/2008 at 04:00:00 (GMT-0300)
115881,Sun Solaris Issue in the System Management Agent SNMP daemon (1019452.1),"Unix Authenticated Discovery, Patch Available, Exploit Available",Local,CVE-2008-2292,Oracle ID 1019452.1,6.8,'-,29212,08/12/2008 at 04:00:00 (GMT-0300),08/12/2008 at 04:00:00 (GMT-0300)
