Plugin ID 1,Plugin Name 1,CVEs 1,Plugin ID 2,Plugin Name 2,CVEs 2,Similarity
nessus-86895,SUSE SLED12 / SLES12 Security Update : libsndfile (SUSE-SU-2015:2000-1),,qualys-350830,Amazon Linux Security Advisory for nss: AL2012-2016-112,,0.6566666666666666
nessus-86895,SUSE SLED12 / SLES12 Security Update : libsndfile (SUSE-SU-2015:2000-1),,qualys-350842,Amazon Linux Security Advisory for nspr nss-util nss: AL2012-2016-124,,0.6566666666666666
nessus-86895,SUSE SLED12 / SLES12 Security Update : libsndfile (SUSE-SU-2015:2000-1),,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,,0.6566666666666666
nessus-86896,Ubuntu 14.04 LTS / 15.04 / 15.10 : strongswan vulnerability (USN-2811-1),CVE-2015-8023,qualys-350801,Amazon Linux Security Advisory for glibc: AL2012-2015-030,CVE-2015-0235,0.7466666666666667
nessus-86897,Ubuntu 12.04 LTS / 14.04 LTS / 15.04 / 15.10 : libxml2 vulnerabilities,"CVE-2015-1819, CVE-2015-7941, CVE-2015-7942, CVE-2015-8035",qualys-350900,Amazon Linux Security Advisory for libxml2: AL2012-2016-153,"CVE-2016-4448, CVE-2016-4449, CVE-2015-7500, CVE-2016-3705, CVE-2015-7499, CVE-2015-7497, CVE-2016-4447, CVE-2016-3627, CVE-2015-5312, CVE-2015-8242, CVE-2015-7942, CVE-2015-7941, CVE-2016-1837, CVE-2016-1836, CVE-2016-1835, CVE-2016-1834, CVE-2016-1840, CVE-2015-1819, CVE-2015-8035, CVE-2015-7498, CVE-2016-1833, CVE-2016-1838, CVE-2016-1839, CVE-2016-1762",0.81
nessus-86898,Jenkins < 1.638 / 1.625.2 Java Object Deserialization RCE,CVE-2015-8103,qualys-350838,Amazon Linux Security Advisory for tomcat6: AL2012-2016-120,CVE-2014-7810,0.71
nessus-86900,LibreOffice < 4.4.5 Multiple Vulnerabilities,"CVE-2015-4551, CVE-2015-5212, CVE-2015-5213",qualys-121398,ALLMediaServer Multiple Vulnerabilities,,0.72
nessus-86901,LibreOffice < 4.4.6 / 5.x < 5.0.1 Document Bookmark Arbitrary Code Execution,CVE-2015-5214,qualys-11714,X2Engine X2CRM Arbitrary File Upload Vulnerability,CVE-2015-5074,0.7000000000000001
nessus-86902,LibreOffice < 4.4.5 Multiple Vulnerabilities (Mac OS X),"CVE-2015-4551, CVE-2015-5212, CVE-2015-5213",qualys-11613,Multiple Axis Network Cameras Cross-site Scripting Vulnerabilities,CVE-2015-8256,0.6933333333333334
nessus-86903,LibreOffice < 4.4.6 / 5.x < 5.0.1 Document Bookmark Arbitrary Code Execution (Mac OS X),CVE-2015-5214,qualys-11714,X2Engine X2CRM Arbitrary File Upload Vulnerability,CVE-2015-5074,0.69
nessus-86904,Apache OpenOffice < 4.1.2 Multiple Vulnerabilities,"CVE-2015-1774, CVE-2015-4551, CVE-2015-5212, CVE-2015-5213, CVE-2015-5214",qualys-11613,Multiple Axis Network Cameras Cross-site Scripting Vulnerabilities,CVE-2015-8256,0.71
nessus-86905,Janitza Hard-Coded FTP Password,CVE-2015-3968,qualys-370457,Hancom Hangul Word Processor Type Confusion Remote Code Execution Vulnerability,CVE-2015-6585,0.6933333333333334
nessus-86906,Palo Alto Networks PAN-OS API Key Persistence Security Bypass,,qualys-119569,Control Microsystems ClearSCADA Authentication Security Bypass,,0.55
nessus-86907,Debian DLA-343-1 : libpng security update,"CVE-2012-3425, CVE-2015-7981, CVE-2015-8126",qualys-350815,Amazon Linux Security Advisory for trousers: AL2012-2014-016,CVE-2012-0698,0.6766666666666667
nessus-86908,GLSA-201511-02 : Adobe Flash Player: Multiple vulnerabilities,"CVE-2015-5569, CVE-2015-7625, CVE-2015-7626, CVE-2015-7627, CVE-2015-7628, CVE-2015-7629, CVE-2015-7630, CVE-2015-7631, CVE-2015-7632, CVE-2015-7633, CVE-2015-7634, CVE-2015-7643, CVE-2015-7644, CVE-2015-7645, CVE-2015-7646, CVE-2015-7647, CVE-2015-7648, CVE-2015-7651, CVE-2015-7652, CVE-2015-7653, CVE-2015-7654, CVE-2015-7655, CVE-2015-7656, CVE-2015-7657, CVE-2015-7658, CVE-2015-7659, CVE-2015-7660, CVE-2015-7661, CVE-2015-7662, CVE-2015-7663, CVE-2015-8042, CVE-2015-8043, CVE-2015-8044, CVE-2015-8046",qualys-11613,Multiple Axis Network Cameras Cross-site Scripting Vulnerabilities,CVE-2015-8256,0.6933333333333334
nessus-86909,openSUSE Security Update : xen,"CVE-2014-0222, CVE-2015-3259, CVE-2015-4037, CVE-2015-5154, CVE-2015-5165, CVE-2015-5166, CVE-2015-5239, CVE-2015-6815, CVE-2015-7311, CVE-2015-7835, CVE-2015-7969, CVE-2015-7971, CVE-2015-7972",qualys-175284,Debian Security Update for wget (DSA 3062-1),CVE-2014-4877,0.7066666666666667
nessus-86910,"RHEL 6 : nss, nss-util, and nspr","CVE-2015-7181, CVE-2015-7182, CVE-2015-7183",qualys-350842,Amazon Linux Security Advisory for nspr nss-util nss: AL2012-2016-124,CVE-2015-7575,0.6733333333333333
nessus-86911,Ubuntu 15.04 / 15.10 : lxcfs vulnerabilities (USN-2813-1),"CVE-2015-1342, CVE-2015-1344",qualys-150163,Apache Struts Multiple Remote Code Execution Vulnerabilities (S2-015),"CVE-2013-2134, CVE-2013-2135",0.6900000000000001
nessus-86912,Cisco MSE <= 8.0.120.7 Multiple Vulnerabilities,"CVE-2015-4282, CVE-2015-6316",qualys-43451,Cisco AsyncOS TCP Flood Denial of Service Vulnerability (cisco-sa-20151104-aos),CVE-2015-6321,0.766
nessus-86914,Cisco Email Security Appliance Multiple Vulnerabilities,"CVE-2015-4184, CVE-2015-6291, CVE-2015-6321",qualys-43450,Cisco Email Security Appliance Email Scanner Denial of Service Vulnerability (cisco-sa-20151104-esa2),CVE-2015-6291,0.924
nessus-86915,Cisco Content Security Management Appliance TCP Flood DoS (CSCus79777),CVE-2015-6321,qualys-43451,Cisco AsyncOS TCP Flood Denial of Service Vulnerability (cisco-sa-20151104-aos),CVE-2015-6321,0.892
nessus-86916,Cisco Web Security Appliance Multiple Vulnerabilities,"CVE-2015-6292, CVE-2015-6293, CVE-2015-6298, CVE-2015-6321",qualys-43451,Cisco AsyncOS TCP Flood Denial of Service Vulnerability (cisco-sa-20151104-aos),CVE-2015-6321,0.898
nessus-86917,CentOS 7 : postgresql (CESA-2015:2078),"CVE-2015-5288, CVE-2015-5289",qualys-350837,Amazon Linux Security Advisory for postgresql8: AL2012-2016-119,"CVE-2015-3165, CVE-2015-3166, CVE-2015-3167, CVE-2015-5288, CVE-2016-0773",0.7066666666666667
nessus-86918,CentOS 6 : postgresql (CESA-2015:2081),CVE-2015-5288,qualys-350837,Amazon Linux Security Advisory for postgresql8: AL2012-2016-119,"CVE-2015-3165, CVE-2015-3166, CVE-2015-3167, CVE-2015-5288, CVE-2016-0773",0.82
nessus-86919,CentOS 5 / 6 / 7 : java-1.6.0-openjdk,"CVE-2015-4734, CVE-2015-4803, CVE-2015-4805, CVE-2015-4806, CVE-2015-4835, CVE-2015-4842, CVE-2015-4843, CVE-2015-4844, CVE-2015-4860, CVE-2015-4872, CVE-2015-4881, CVE-2015-4882, CVE-2015-4883, CVE-2015-4893, CVE-2015-4903, CVE-2015-4911",qualys-350753,Amazon Linux Security Advisory for pigz: AL2012-2015-079,CVE-2015-3202,0.6066666666666667
nessus-86919,CentOS 5 / 6 / 7 : java-1.6.0-openjdk,,qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,,0.6066666666666667
nessus-86919,CentOS 5 / 6 / 7 : java-1.6.0-openjdk,,qualys-350836,Amazon Linux Security Advisory for jakarta-taglibs-standard: AL2012-2016-118,,0.6066666666666667
nessus-86919,CentOS 5 / 6 / 7 : java-1.6.0-openjdk,,qualys-350846,Amazon Linux Security Advisory for gnutls: AL2012-2016-128,,0.6066666666666667
nessus-86919,CentOS 5 / 6 / 7 : java-1.6.0-openjdk,,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,,0.6066666666666667
nessus-86920,Debian DLA-342-1 : openafs security update,"CVE-2015-3282, CVE-2015-3283, CVE-2015-3285, CVE-2015-6587, CVE-2015-7762, CVE-2015-7763",qualys-350842,Amazon Linux Security Advisory for nspr nss-util nss: AL2012-2016-124,CVE-2015-7575,0.6666666666666666
nessus-86921,Debian DSA-3399-1 : libpng - security update,"CVE-2015-7981, CVE-2015-8126",qualys-124726,Fedora Security Update for mingw-libpng (FEDORA-2016-43735c33a7),CVE-2015-8126,0.6859999999999999
nessus-86922,FreeBSD : gdm -- lock screen bypass when holding escape key,CVE-2015-7496,qualys-122803,Solaris X.Org Use-after-free Vulnerability,CVE-2013-4396,0.7000000000000001
nessus-86923,openSUSE Security Update : dracut,CVE-2015-0794,qualys-175365,Debian Security Update for gst-plugins-bad0.10 (DSA 3225-1),CVE-2015-0797,0.7866666666666667
nessus-86924,openSUSE Security Update : putty,CVE-2015-5309,qualys-169757,OpenSuSE Security Update for postfixadmin (openSUSE-SU-2017:0488-1),CVE-2015-3310,0.7633333333333333
nessus-86924,openSUSE Security Update : putty,,qualys-175368,Debian Security Update for ppp (DSA 3228-1),,0.7633333333333333
nessus-86925,Oracle Linux 7 : postgresql,"CVE-2015-5288, CVE-2015-5289",qualys-350837,Amazon Linux Security Advisory for postgresql8: AL2012-2016-119,"CVE-2015-3165, CVE-2015-3166, CVE-2015-3167, CVE-2015-5288, CVE-2016-0773",0.6966666666666667
nessus-86926,Oracle Linux 6 : postgresql,CVE-2015-5288,qualys-350837,Amazon Linux Security Advisory for postgresql8: AL2012-2016-119,"CVE-2015-3165, CVE-2015-3166, CVE-2015-3167, CVE-2015-5288, CVE-2016-0773",0.8133333333333334
nessus-86927,Oracle Linux 5 / 6 / 7 : java-1.6.0-openjdk,"CVE-2015-4734, CVE-2015-4803, CVE-2015-4805, CVE-2015-4806, CVE-2015-4835, CVE-2015-4842, CVE-2015-4843, CVE-2015-4844, CVE-2015-4860, CVE-2015-4872, CVE-2015-4881, CVE-2015-4882, CVE-2015-4883, CVE-2015-4893, CVE-2015-4903, CVE-2015-4911",qualys-350845,Amazon Linux Security Advisory for rpcbind: AL2012-2016-127,CVE-2015-7236,0.6466666666666666
nessus-86928,RHEL 7 : binutils (RHSA-2015:2079),"CVE-2014-8484, CVE-2014-8485, CVE-2014-8501, CVE-2014-8502, CVE-2014-8503, CVE-2014-8504, CVE-2014-8737, CVE-2014-8738",qualys-350770,Amazon Linux Security Advisory for nrpe: AL2012-2015-061,CVE-2014-0019,0.64
nessus-86928,RHEL 7 : binutils (RHSA-2015:2079),,qualys-350776,Amazon Linux Security Advisory for socat: AL2012-2015-055,,0.64
nessus-86929,RHEL 6 : postgresql (RHSA-2015:2081),CVE-2015-5288,qualys-350837,Amazon Linux Security Advisory for postgresql8: AL2012-2016-119,"CVE-2015-3165, CVE-2015-3166, CVE-2015-3167, CVE-2015-5288, CVE-2016-0773",0.8233333333333333
nessus-86930,RHEL 5 / 6 / 7 : java-1.6.0-openjdk,"CVE-2015-4734, CVE-2015-4803, CVE-2015-4805, CVE-2015-4806, CVE-2015-4835, CVE-2015-4842, CVE-2015-4843, CVE-2015-4844, CVE-2015-4860, CVE-2015-4872, CVE-2015-4881, CVE-2015-4882, CVE-2015-4883, CVE-2015-4893, CVE-2015-4903, CVE-2015-4911",qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,CVE-2015-3202,0.6266666666666666
nessus-86930,RHEL 5 / 6 / 7 : java-1.6.0-openjdk,,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,,0.6266666666666666
nessus-86931,RHEL 7 : grep (RHSA-2015:2111),CVE-2015-1345,qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,CVE-2015-1349,0.73
nessus-86932,RHEL 7 : libssh2 (RHSA-2015:2140),CVE-2015-1782,qualys-350845,Amazon Linux Security Advisory for rpcbind: AL2012-2016-127,CVE-2015-7236,0.6733333333333333
nessus-86933,RHEL 7 : krb5 (RHSA-2015:2154),"CVE-2014-5355, CVE-2015-2694",qualys-350776,Amazon Linux Security Advisory for socat: AL2012-2015-055,CVE-2014-0019,0.6366666666666667
nessus-86934,RHEL 7 : curl (RHSA-2015:2159),"CVE-2014-3613, CVE-2014-3707, CVE-2014-8150, CVE-2015-3143, CVE-2015-3148",qualys-350770,Amazon Linux Security Advisory for nrpe: AL2012-2015-061,CVE-2014-2913,0.64
nessus-86935,RHEL 7 : rubygem-bundler and rubygem-thor,CVE-2013-0334,qualys-121392,Kingsoft Writer WPS Font Names Buffer Overflow Vulnerability,CVE-2013-3934,0.7266666666666667
nessus-86936,RHEL 7 : realmd (RHSA-2015:2184),CVE-2015-2704,qualys-350830,Amazon Linux Security Advisory for nss: AL2012-2016-112,CVE-2015-2730,0.7266666666666667
nessus-86937,RHEL 7 : glibc (RHSA-2015:2199),"CVE-2013-7423, CVE-2015-1472, CVE-2015-1473, CVE-2015-1781",qualys-350752,Amazon Linux Security Advisory for glibc: AL2012-2015-080,"CVE-2015-1781, CVE-2013-7423",0.81
nessus-86938,"Scientific Linux Security Update : java-1.6.0-openjdk on SL5.x, SL6.x, SL7.x i386/x86_64","CVE-2015-4734, CVE-2015-4803, CVE-2015-4805, CVE-2015-4806, CVE-2015-4835, CVE-2015-4842, CVE-2015-4843, CVE-2015-4844, CVE-2015-4860, CVE-2015-4872, CVE-2015-4881, CVE-2015-4882, CVE-2015-4883, CVE-2015-4893, CVE-2015-4903, CVE-2015-4911",qualys-169808,SUSE Enterprise Linux Security Update for open-vm-tools (SUSE-SU-2017:0701-1),CVE-2015-5191,0.6833333333333332
nessus-86938,"Scientific Linux Security Update : java-1.6.0-openjdk on SL5.x, SL6.x, SL7.x i386/x86_64",,qualys-169809,SUSE Enterprise Linux Security Update for open-vm-tools (SUSE-SU-2017:0702-1),,0.6833333333333332
nessus-86938,"Scientific Linux Security Update : java-1.6.0-openjdk on SL5.x, SL6.x, SL7.x i386/x86_64",,qualys-169811,SUSE Enterprise Linux Security Update for open-vm-tools (SUSE-SU-2017:0705-1),,0.6833333333333332
nessus-86939,Scientific Linux Security Update : postgresql on SL6.x i386/x86_64,CVE-2015-5288,qualys-350837,Amazon Linux Security Advisory for postgresql8: AL2012-2016-119,"CVE-2015-3165, CVE-2015-3166, CVE-2015-3167, CVE-2015-5288, CVE-2016-0773",0.81
nessus-86940,SUSE SLED12 / SLES12 Security Update : libpng16 (SUSE-SU-2015:2013-1),CVE-2015-8126,qualys-11613,Multiple Axis Network Cameras Cross-site Scripting Vulnerabilities,CVE-2015-8256,0.7266666666666667
nessus-86941,SUSE SLED11 / SLES11 Security Update : libpng12-0 (SUSE-SU-2015:2017-1),"CVE-2015-7981, CVE-2015-8126",qualys-350599,Amazon Linux Security Advisory for xorg-x11-server: AL2012-2015-083,CVE-2015-0255,0.66
nessus-86942,SUSE SLED12 / SLES12 Security Update : libpng12 (SUSE-SU-2015:2024-1),"CVE-2015-7981, CVE-2015-8126",qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,CVE-2015-3202,0.6533333333333333
nessus-86943,SUSE SLES12 Security Update : git,,qualys-175254,Debian Security Update for spice (DSA-2839-1),"CVE-2013-4130, CVE-2013-4282",0.5466666666666667
nessus-86944,Ubuntu 12.04 LTS / 14.04 / 15.04 / 15.10 : nvidia-graphics-drivers vulnerability,CVE-2015-7869,qualys-11613,Multiple Axis Network Cameras Cross-site Scripting Vulnerabilities,CVE-2015-8256,0.7066666666666667
nessus-86945,VMware ESXi 5.0 < Build 3021432 OpenSLP RCE,CVE-2015-5177,qualys-350821,Amazon Linux Security Advisory for jakarta-commons-httpclient: AL2012-2014-010,CVE-2014-3577,0.6866666666666666
nessus-86946,VMware ESXi 5.1 < Build 3021178 OpenSLP RCE,CVE-2015-5177,qualys-350821,Amazon Linux Security Advisory for jakarta-commons-httpclient: AL2012-2014-010,CVE-2014-3577,0.68
nessus-86947,VMware ESXi 5.5 < Build 3029944 OpenSLP RCE,CVE-2015-5177,qualys-350821,Amazon Linux Security Advisory for jakarta-commons-httpclient: AL2012-2014-010,CVE-2014-3577,0.6733333333333333
nessus-86948,Adobe ColdFusion Multiple Vulnerabilities,"CVE-2015-8052, CVE-2015-8053, CVE-2015-5255",qualys-38306,Multiple Vulnerabilities in Cisco Secure ACS,,0.73
nessus-86949,Nessus 5.x < 5.2.12 / 6.x < 6.4 Multiple OpenSSL Vulnerabilities,"CVE-2015-1788, CVE-2015-1789",qualys-86480,IBM Lotus Domino 6.0 Multiple Vulnerabilities,"CVE-2003-0178, CVE-2003-0179",0.7066666666666667
nessus-86950,Cisco IOS Virtual PPP Interfaces Security Bypass,CVE-2015-6365,qualys-43049,Cisco IOS Virtual PPP Interfaces Security Bypass Vulnerability (cisco-sa-20151112-ios1),CVE-2015-6365,0.944
nessus-86951,Cisco IOS Tunnel Interfaces Security Bypass,CVE-2015-6366,qualys-43447,Cisco IOS Software Tunnel Interfaces Security Bypass Vulnerability (cisco-sa-20151112-ios2),CVE-2015-6366,0.93
nessus-86952,Debian DLA-344-1 : nspr security update,CVE-2015-7183,qualys-350830,Amazon Linux Security Advisory for nss: AL2012-2016-112,CVE-2015-2730,0.7200000000000001
nessus-86953,Debian DLA-345-1 : strongswan security update,CVE-2015-8023,qualys-350801,Amazon Linux Security Advisory for glibc: AL2012-2015-030,CVE-2015-0235,0.7333333333333334
nessus-86954,Debian DSA-3400-1 : lxc - security update,CVE-2015-1335,qualys-27111,ACLogic CesarFTP Directory Traversal Vulnerability,CVE-2015-1349,0.7200000000000001
nessus-86954,Debian DSA-3400-1 : lxc - security update,,qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,,0.7200000000000001
nessus-86955,FreeBSD : mozilla -- multiple vulnerabilities,"CVE-2015-4513, CVE-2015-4514, CVE-2015-4515, CVE-2015-4518, CVE-2015-7181, CVE-2015-7182, CVE-2015-7183, CVE-2015-7185, CVE-2015-7186, CVE-2015-7187, CVE-2015-7188, CVE-2015-7189, CVE-2015-7190, CVE-2015-7191, CVE-2015-7192, CVE-2015-7193, CVE-2015-7194, CVE-2015-7195, CVE-2015-7196, CVE-2015-7197, CVE-2015-7198, CVE-2015-7199, CVE-2015-7200",qualys-12337,MediaWiki Multiple Vulnerabilities,,0.78
nessus-86956,openSUSE Security Update : sudo,CVE-2014-9680,qualys-175305,Debian Security Update for sudo (DSA 3167-1),CVE-2014-9680,0.8933333333333334
nessus-86957,openSUSE Security Update : polkit,"CVE-2015-3218, CVE-2015-3255, CVE-2015-3256, CVE-2015-4625",qualys-124718,Red Hat Update for polkit (RHSA-2016:0189),CVE-2015-3256,0.8366666666666666
nessus-86958,openSUSE Security Update : phpMyAdmin,CVE-2015-7873,qualys-175353,Debian Security Update for mailman (DSA 3214-1),CVE-2015-2775,0.7666666666666666
nessus-86959,openSUSE Security Update : roundcubemail,,qualys-169889,OpenSUSE Security Update for roundcubemail (openSUSE-SU-2017:0742-1),CVE-2017-8114,0.73
nessus-86959,openSUSE Security Update : roundcubemail,,qualys-170034,OpenSUSE Security Update for roundcubemail (openSUSE-SU-2017:1263-1),,0.73
nessus-86960,openSUSE Security Update : gcc48,CVE-2015-5276,qualys-119202,CentOS Security Update for Kernel (CESA-2011:0163),CVE-2017-7526,0.7633333333333333
nessus-86960,openSUSE Security Update : gcc48,,qualys-170172,OpenSUSE Security Update for libgcrypt (openSUSE-SU-2017:1700-1),,0.7633333333333333
nessus-86960,openSUSE Security Update : gcc48,,qualys-170190,OpenSUSE Security Update for libgcrypt (openSUSE-SU-2017:1822-1),,0.7633333333333333
nessus-86961,openSUSE Security Update : xen,"CVE-2014-0222, CVE-2015-4037, CVE-2015-7835, CVE-2015-7969, CVE-2015-7971, CVE-2015-7972",qualys-175284,Debian Security Update for wget (DSA 3062-1),CVE-2014-4877,0.7066666666666667
nessus-86962,openSUSE Security Update : java-1_7_0-openjdk (openSUSE-2015-736),"CVE-2015-4734, CVE-2015-4803, CVE-2015-4805, CVE-2015-4806, CVE-2015-4835, CVE-2015-4840, CVE-2015-4842, CVE-2015-4843, CVE-2015-4844, CVE-2015-4860, CVE-2015-4872, CVE-2015-4881, CVE-2015-4882, CVE-2015-4883, CVE-2015-4893, CVE-2015-4903, CVE-2015-4911",qualys-170030,OpenSUSE Security Update for dpkg (openSUSE-SU-2017:1205-1),CVE-2015-0860,0.7566666666666667
nessus-86963,openSUSE Security Update : krb5,"CVE-2015-2695, CVE-2015-2696, CVE-2015-2697",qualys-170030,OpenSUSE Security Update for dpkg (openSUSE-SU-2017:1205-1),CVE-2015-0860,0.7166666666666667
nessus-86964,openSUSE Security Update : ntp,"CVE-2015-7691, CVE-2015-7692, CVE-2015-7701, CVE-2015-7702, CVE-2015-7703, CVE-2015-7704, CVE-2015-7705, CVE-2015-7848, CVE-2015-7849, CVE-2015-7850, CVE-2015-7851, CVE-2015-7852, CVE-2015-7853, CVE-2015-7854, CVE-2015-7855, CVE-2015-7871",qualys-43515,HPE ArubaOS Network Time Protocol Daemon (NTPD) Multiple Vulnerabilities (ARUBA-PSA-2015-010),"CVE-2015-7704, CVE-2015-7705, CVE-2015-7871",0.7
nessus-86965,openSUSE Security Update : xscreensaver,CVE-2015-8025,qualys-175336,Debian Security Update for xerces-c (DSA 3199-1),CVE-2015-0252,0.8066666666666666
nessus-86966,RHEL 7 : postgresql (RHSA-2015:2078),"CVE-2015-5288, CVE-2015-5289",qualys-350837,Amazon Linux Security Advisory for postgresql8: AL2012-2016-119,"CVE-2015-3165, CVE-2015-3166, CVE-2015-3167, CVE-2015-5288, CVE-2016-0773",0.71
nessus-86967,RHEL 7 : openssh (RHSA-2015:2088),"CVE-2015-5600, CVE-2015-6563, CVE-2015-6564",qualys-350850,Amazon Linux Security Advisory for openssh: AL2012-2016-133,"CVE-2016-0777, CVE-2016-0778, CVE-2015-5600, CVE-2016-3115, CVE-2015-6563, CVE-2016-1908, CVE-2015-6564",0.8033333333333333
nessus-86968,RHEL 7 : python (RHSA-2015:2101),"CVE-2013-1752, CVE-2013-1753, CVE-2014-4616, CVE-2014-4650, CVE-2014-7185",qualys-350776,Amazon Linux Security Advisory for socat: AL2012-2015-055,CVE-2014-0019,0.65
nessus-86969,RHEL 7 : cpio (RHSA-2015:2108),CVE-2014-9112,qualys-350762,Amazon Linux Security Advisory for squid: AL2012-2015-070,CVE-2014-2913,0.69
nessus-86969,RHEL 7 : cpio (RHSA-2015:2108),,qualys-350770,Amazon Linux Security Advisory for nrpe: AL2012-2015-061,,0.69
nessus-86970,RHEL 7 : openldap (RHSA-2015:2131),CVE-2015-3276,qualys-11830,Ruby on Rails Cross-Site Scripting Vulnerability,CVE-2015-3226,0.7000000000000001
nessus-86971,RHEL 7 : xfsprogs (RHSA-2015:2151),CVE-2012-2150,qualys-350898,Amazon Linux Security Advisory for libarchive: AL2012-2016-151,CVE-2016-6250,0.6833333333333332
nessus-86972,RHEL 7 : kernel (RHSA-2015:2152),"CVE-2010-5313, CVE-2013-7421, CVE-2014-3647, CVE-2014-7842, CVE-2014-8171, CVE-2014-9419, CVE-2014-9644, CVE-2015-0239, CVE-2015-2925, CVE-2015-3288, CVE-2015-3339, CVE-2015-4170, CVE-2015-5283, CVE-2015-6526, CVE-2015-7613, CVE-2015-7837, CVE-2015-8215, CVE-2016-0774",qualys-350770,Amazon Linux Security Advisory for nrpe: AL2012-2015-061,CVE-2014-2913,0.6433333333333333
nessus-86973,RHEL 7 : file (RHSA-2015:2155),"CVE-2014-0207, CVE-2014-0237, CVE-2014-0238, CVE-2014-3478, CVE-2014-3479, CVE-2014-3480, CVE-2014-3487, CVE-2014-3538, CVE-2014-3587, CVE-2014-3710, CVE-2014-8116, CVE-2014-8117, CVE-2014-9652, CVE-2014-9653",qualys-350812,Amazon Linux Security Advisory for file: AL2012-2015-019,"CVE-2014-0237, CVE-2014-0235, CVE-2014-3538, CVE-2014-1943, CVE-2013-7345, CVE-2014-3587, CVE-2014-0207, CVE-2014-0238, CVE-2014-3478, CVE-2014-3479, CVE-2014-3487, CVE-2014-3480, CVE-2014-2270, CVE-2012-1571, CVE-2014-3710",0.7133333333333334
nessus-86974,RHEL 7 : glibc (RHSA-2015:2172),CVE-2015-5277,qualys-350831,Amazon Linux Security Advisory for glibc: AL2012-2016-113,CVE-2015-7547,0.71
nessus-86975,RHEL 7 : ntp (RHSA-2015:2231),"CVE-2014-9297, CVE-2014-9298, CVE-2014-9750, CVE-2014-9751, CVE-2015-1798, CVE-2015-1799, CVE-2015-3405",qualys-350776,Amazon Linux Security Advisory for socat: AL2012-2015-055,CVE-2014-0019,0.64
nessus-86976,RHEL 7 : tigervnc (RHSA-2015:2233),"CVE-2014-8240, CVE-2014-8241",qualys-350768,Amazon Linux Security Advisory for mod_wsgi: AL2012-2015-063,"CVE-2014-0242, CVE-2014-0240",0.6733333333333333
nessus-86977,RHEL 7 : rest (RHSA-2015:2237),CVE-2015-2675,qualys-350599,Amazon Linux Security Advisory for xorg-x11-server: AL2012-2015-083,CVE-2015-0255,0.69
nessus-86978,RHEL 7 : chrony (RHSA-2015:2241),"CVE-2015-1821, CVE-2015-1822, CVE-2015-1853",qualys-175362,Debian Security Update for chrony (DSA 3222-1),"CVE-2015-1821, CVE-2015-1822, CVE-2015-1853",0.65
nessus-86979,RHEL 7 : netcf (RHSA-2015:2248),CVE-2014-8119,qualys-350776,Amazon Linux Security Advisory for socat: AL2012-2015-055,CVE-2014-0019,0.6966666666666667
nessus-86980,RHEL 7 : pcs (RHSA-2015:2290),CVE-2015-3225,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,CVE-2015-3202,0.7200000000000001
nessus-86981,RHEL 7 : NetworkManager (RHSA-2015:2315),"CVE-2015-0272, CVE-2015-2924",qualys-350790,Amazon Linux Security Advisory for openssl098e: AL2012-2015-041,CVE-2014-0224,0.6366666666666667
nessus-86982,RHEL 7 : net-snmp (RHSA-2015:2345),CVE-2014-3565,qualys-350824,Amazon Linux Security Advisory for nss: AL2012-2014-007,CVE-2014-3566,0.7233333333333333
nessus-86983,RHEL 7 : sssd (RHSA-2015:2355),CVE-2015-5292,qualys-124719,Red Hat Update for sos (RHSA-2016:0188),CVE-2015-7529,0.712
nessus-86984,RHEL 7 : cups-filters (RHSA-2015:2360),"CVE-2015-3258, CVE-2015-3279",qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,CVE-2015-3202,0.6266666666666667
nessus-86985,RHEL 7 : openhpi (RHSA-2015:2369),CVE-2015-3248,qualys-350796,Amazon Linux Security Advisory for bind: AL2012-2015-035,CVE-2015-3202,0.6866666666666666
nessus-86985,RHEL 7 : openhpi (RHSA-2015:2369),,qualys-350902,Amazon Linux Security Advisory for fuse: AL2012-2016-155,,0.6866666666666666
nessus-86986,RHEL 7 : squid (RHSA-2015:2378),CVE-2015-3455,qualys-350801,Amazon Linux Security Advisory for glibc: AL2012-2015-030,CVE-2015-0235,0.6866666666666666
